p_val,avg_log2FC,pct.KD,pct.Scr,p_val_adj,gene
1.73E-01,1.612171147,0.033,0.014,1.00E+00,Mief2
1.73E-01,0.1528209285,0.091,0.135,1.00E+00,Adamts15
1.74E-01,0.3960461209,0.454,0.498,1.00E+00,Clasp1
1.74E-01,0.7733403142,0.198,0.169,1.00E+00,Apoe
1.74E-01,0.1684116815,0.07,0.106,1.00E+00,Psd2
1.74E-01,-0.1469994665,0.03,0.053,1.00E+00,Alad
1.75E-01,1.039217952,0.08,0.053,1.00E+00,Sv2b
1.75E-01,0.1002893536,0.078,0.116,1.00E+00,Lypla2
1.75E-01,0.2225496464,0.196,0.275,1.00E+00,Usp10
1.75E-01,-0.266026118,0.057,0.087,1.00E+00,6530401F13Rik
1.75E-01,-0.2186270118,0.052,0.082,1.00E+00,Ppp2r5d
1.75E-01,-0.2514135447,0.046,0.072,1.00E+00,Ppp2r3c
1.76E-01,1.465889469,0.033,0.014,1.00E+00,Aifm2
1.76E-01,-0.222939443,0.03,0.053,1.00E+00,Lsm14b
1.76E-01,1.5737553,0.033,0.014,1.00E+00,Lix1
1.76E-01,0.1049045786,0.074,0.111,1.00E+00,Erh
1.76E-01,-0.1361741347,0.03,0.053,1.00E+00,Iah1
1.76E-01,0.8113182488,0.098,0.068,1.00E+00,Ccs
1.77E-01,0.1101631134,0.167,0.232,1.00E+00,Rab5b
1.77E-01,-0.1480147603,0.443,0.58,1.00E+00,4930517O19Rik
1.77E-01,1.675258714,0.039,0.019,1.00E+00,Gm2516
1.77E-01,-0.1535329665,0.057,0.087,1.00E+00,1700085D07Rik
1.77E-01,-0.2844213655,0.057,0.087,1.00E+00,Trim8
1.78E-01,-0.1370792081,0.046,0.072,1.00E+00,Fam163a
1.78E-01,1.412260831,0.039,0.019,1.00E+00,Cald1
1.78E-01,1.300108467,0.063,0.039,1.00E+00,C330018D20Rik
1.78E-01,0.2354678244,0.063,0.097,1.00E+00,4930590J08Rik
1.78E-01,-0.118790364,0.172,0.227,1.00E+00,Ube2f
1.78E-01,0.2869398311,0.174,0.246,1.00E+00,P2rx4
1.78E-01,0.7893330199,0.185,0.159,1.00E+00,H3f3b
1.79E-01,0.1222297654,0.085,0.126,1.00E+00,Nabp2
1.79E-01,-0.5167283838,0.024,0.043,1.00E+00,Plxdc1
1.79E-01,-0.2133075521,0.03,0.053,1.00E+00,Icmt
1.79E-01,1.01813539,0.033,0.014,1.00E+00,Mog
1.79E-01,-0.1314233349,0.576,0.715,1.00E+00,Mitf
1.79E-01,-0.1353475515,0.093,0.135,1.00E+00,Bnip3l
1.79E-01,0.1778127616,0.193,0.266,1.00E+00,Ap2a1
1.80E-01,-0.3157964089,0.03,0.053,1.00E+00,Thoc3
1.80E-01,-0.2995099377,0.05,0.077,1.00E+00,C2cd2l
1.80E-01,0.1767189049,0.03,0.053,1.00E+00,Polr1b
1.81E-01,-2.094158487,0.002,0.01,1.00E+00,Gm29017
1.81E-01,-2.085503055,0.002,0.01,1.00E+00,C8g
1.81E-01,-2.012418672,0.002,0.01,1.00E+00,Chn1os1
1.81E-01,-2.075690908,0.002,0.01,1.00E+00,Phtf1os
1.81E-01,-2.660434407,0.002,0.01,1.00E+00,Stk32b
1.81E-01,-2.344171421,0.002,0.01,1.00E+00,Itgam
1.81E-01,-2.218694125,0.002,0.01,1.00E+00,Slc18a1
1.81E-01,-2.062420257,0.002,0.01,1.00E+00,4933408N05Rik
1.81E-01,-2.063031014,0.002,0.01,1.00E+00,Gm10684
1.81E-01,-1.93966122,0.002,0.01,1.00E+00,Snx22
1.81E-01,-2.25116847,0.002,0.01,1.00E+00,Gm17118
1.81E-01,-2.125229729,0.002,0.01,1.00E+00,Gm40652
1.81E-01,-2.458765095,0.002,0.01,1.00E+00,B4galnt2
1.81E-01,-2.550727953,0.002,0.01,1.00E+00,Gzmk
1.81E-01,-2.009429292,0.002,0.01,1.00E+00,Dnajc28
1.81E-01,-1.981081064,0.002,0.01,1.00E+00,Hspa1a
1.81E-01,-2.203444289,0.002,0.01,1.00E+00,4833418N02Rik
1.81E-01,-1.921869508,0.002,0.01,1.00E+00,9330117O12Rik
1.81E-01,-2.162046959,0.002,0.01,1.00E+00,Gm10814
1.81E-01,-2.046292322,0.002,0.01,1.00E+00,Zbtb33
1.81E-01,-0.5520808733,0.024,0.043,1.00E+00,4930547E14Rik
1.81E-01,-0.2370013543,0.091,0.13,1.00E+00,Myo1d
1.82E-01,0.275947278,0.128,0.184,1.00E+00,Trit1
1.82E-01,0.1127159992,0.137,0.193,1.00E+00,Pdxk
1.82E-01,-0.3351291752,0.035,0.058,1.00E+00,Fhad1
1.82E-01,-0.3541230358,0.024,0.043,1.00E+00,Gtpbp10
1.82E-01,-0.2214071027,0.024,0.043,1.00E+00,Kiss1r
1.82E-01,-1.941441339,0.002,0.01,1.00E+00,Asic4
1.82E-01,-1.976430607,0.002,0.01,1.00E+00,Fcgr2b
1.82E-01,-1.967246055,0.002,0.01,1.00E+00,Gpat2
1.82E-01,-1.793991991,0.002,0.01,1.00E+00,Gm43672
1.82E-01,-1.779950103,0.002,0.01,1.00E+00,Lor
1.82E-01,-1.790071136,0.002,0.01,1.00E+00,Akna
1.82E-01,-1.810313933,0.002,0.01,1.00E+00,A430073D23Rik
1.82E-01,-1.774906724,0.002,0.01,1.00E+00,A630023P12Rik
1.82E-01,-2.857427163,0.002,0.01,1.00E+00,Kntc1
1.82E-01,-1.754048412,0.002,0.01,1.00E+00,Gm19434
1.82E-01,-1.547464208,0.002,0.01,1.00E+00,Nr2f2
1.82E-01,-1.663205706,0.002,0.01,1.00E+00,Gm28229
1.82E-01,-1.867440891,0.002,0.01,1.00E+00,Gm16185
1.82E-01,-1.9208094,0.002,0.01,1.00E+00,Efna2
1.82E-01,-1.796359626,0.002,0.01,1.00E+00,4930484H19Rik
1.82E-01,-1.78145717,0.002,0.01,1.00E+00,Lrrc75aos2
1.82E-01,-2.057938519,0.002,0.01,1.00E+00,Ppp1r1b
1.82E-01,-2.066564886,0.002,0.01,1.00E+00,1810010H24Rik
1.82E-01,-1.547200351,0.002,0.01,1.00E+00,Gm5784
1.82E-01,-1.722872078,0.002,0.01,1.00E+00,Gm48286
1.82E-01,-1.897174197,0.002,0.01,1.00E+00,Otx2os1
1.82E-01,-2.309933767,0.002,0.01,1.00E+00,Spef2
1.82E-01,-1.728145812,0.002,0.01,1.00E+00,A130051J06Rik
1.82E-01,-1.728365478,0.002,0.01,1.00E+00,Sept5
1.82E-01,-1.814553821,0.002,0.01,1.00E+00,Gm46565
1.82E-01,-1.821904745,0.002,0.01,1.00E+00,Gm9902
1.82E-01,-1.55806656,0.002,0.01,1.00E+00,Ddah2
1.82E-01,-1.71992337,0.002,0.01,1.00E+00,Vmn2r118
1.82E-01,-1.798050039,0.002,0.01,1.00E+00,1810009A15Rik
1.82E-01,-2.018228538,0.002,0.01,1.00E+00,Fen1
1.82E-01,-1.776316515,0.002,0.01,1.00E+00,Cblif
1.82E-01,0.3543900818,0.167,0.232,1.00E+00,Necab1
1.83E-01,-0.1209883624,0.067,0.101,1.00E+00,Macrod2os1
1.83E-01,0.2532151306,0.191,0.275,1.00E+00,Dnaja1
1.83E-01,-0.2820544511,0.065,0.097,1.00E+00,Samhd1
1.83E-01,1.541123916,0.057,0.034,1.00E+00,Fam53c
1.83E-01,-1.015898202,0.002,0.01,1.00E+00,Ptpn18
1.83E-01,-0.7148464507,0.002,0.01,1.00E+00,Gm8251
1.83E-01,-1.050564655,0.002,0.01,1.00E+00,Gm29453
1.83E-01,-1.36409711,0.002,0.01,1.00E+00,Gm15668
1.83E-01,-0.7346306333,0.002,0.01,1.00E+00,Gm29536
1.83E-01,-0.820066406,0.002,0.01,1.00E+00,Gorab
1.83E-01,-1.007384166,0.002,0.01,1.00E+00,Fcgr3
1.83E-01,-0.511860566,0.002,0.01,1.00E+00,Fcer1g
1.83E-01,-1.453153488,0.002,0.01,1.00E+00,A130010J15Rik
1.83E-01,-1.443878839,0.002,0.01,1.00E+00,Spaca9
1.83E-01,-1.316540157,0.002,0.01,1.00E+00,Scn7a
1.83E-01,-1.337347565,0.002,0.01,1.00E+00,Gm13964
1.83E-01,-1.401544958,0.002,0.01,1.00E+00,Thbs1
1.83E-01,-1.597618618,0.002,0.01,1.00E+00,Ankrd63
1.83E-01,-1.298545911,0.002,0.01,1.00E+00,Gm14019
1.83E-01,-1.257074706,0.002,0.01,1.00E+00,2500004C02Rik
1.83E-01,-1.312871535,0.002,0.01,1.00E+00,Gm14302
1.83E-01,-0.8127081302,0.002,0.01,1.00E+00,Gm43330
1.83E-01,-1.537718403,0.002,0.01,1.00E+00,Kcna3
1.83E-01,-1.463533102,0.002,0.01,1.00E+00,Gm12524
1.83E-01,-0.4706915423,0.002,0.01,1.00E+00,9830132P13Rik
1.83E-01,-0.6326820364,0.002,0.01,1.00E+00,Gm40155
1.83E-01,-0.9412528461,0.002,0.01,1.00E+00,Gm15688
1.83E-01,-0.732483039,0.002,0.01,1.00E+00,Gm43573
1.83E-01,-1.1527113,0.002,0.01,1.00E+00,Gm11837
1.83E-01,-1.054859526,0.002,0.01,1.00E+00,Acnat1
1.83E-01,-1.349960087,0.002,0.01,1.00E+00,Acer2
1.83E-01,-1.293410165,0.002,0.01,1.00E+00,Btbd19
1.83E-01,-1.436592135,0.002,0.01,1.00E+00,Zfp69
1.83E-01,-0.8123284788,0.002,0.01,1.00E+00,Gja4
1.83E-01,-0.5434100996,0.002,0.01,1.00E+00,Gm13062
1.83E-01,-0.7250765824,0.002,0.01,1.00E+00,1500002C15Rik
1.83E-01,-1.197282998,0.002,0.01,1.00E+00,Tmem88b
1.83E-01,-1.37791608,0.002,0.01,1.00E+00,2210406O10Rik
1.83E-01,-1.333074793,0.002,0.01,1.00E+00,Gm36814
1.83E-01,-1.659224957,0.002,0.01,1.00E+00,Gm9958
1.83E-01,-1.29558549,0.002,0.01,1.00E+00,Gm15788
1.83E-01,-1.339462371,0.002,0.01,1.00E+00,Gm10390
1.83E-01,-1.245331723,0.002,0.01,1.00E+00,Gm43301
1.83E-01,-1.231222242,0.002,0.01,1.00E+00,Gm30003
1.83E-01,-1.363551672,0.002,0.01,1.00E+00,Stag3
1.83E-01,-0.6538509047,0.002,0.01,1.00E+00,Tbxas1
1.83E-01,-1.099978305,0.002,0.01,1.00E+00,Gm38804
1.83E-01,-1.45183802,0.002,0.01,1.00E+00,Gm5570
1.83E-01,-1.232489047,0.002,0.01,1.00E+00,Gm38910
1.83E-01,-1.412291498,0.002,0.01,1.00E+00,4930479D17Rik
1.83E-01,-0.6081787861,0.002,0.01,1.00E+00,Gm15929
1.83E-01,-1.495741393,0.002,0.01,1.00E+00,Slc1a5
1.83E-01,-0.8276530301,0.002,0.01,1.00E+00,9330104G04Rik
1.83E-01,-0.8967368064,0.002,0.01,1.00E+00,Capn12
1.83E-01,-1.488045894,0.002,0.01,1.00E+00,Pold1
1.83E-01,-1.126130408,0.002,0.01,1.00E+00,Gm44832
1.83E-01,-0.7863865342,0.002,0.01,1.00E+00,Gm32031
1.83E-01,-1.168947267,0.002,0.01,1.00E+00,A730056A06Rik
1.83E-01,-1.359624573,0.002,0.01,1.00E+00,Ttll13
1.83E-01,-1.569853254,0.002,0.01,1.00E+00,Pdzd9
1.83E-01,-1.284195996,0.002,0.01,1.00E+00,Otoa
1.83E-01,-1.668964787,0.002,0.01,1.00E+00,4933417O13Rik
1.83E-01,-1.321504934,0.002,0.01,1.00E+00,1700016D06Rik
1.83E-01,-1.543024735,0.002,0.01,1.00E+00,Gm45740
1.83E-01,-1.52367008,0.002,0.01,1.00E+00,Gypa
1.83E-01,-1.599242956,0.002,0.01,1.00E+00,Nkd1
1.83E-01,-1.393526115,0.002,0.01,1.00E+00,1700082M22Rik
1.83E-01,-0.8301674102,0.002,0.01,1.00E+00,Gm45732
1.83E-01,-1.039140952,0.002,0.01,1.00E+00,Deup1
1.83E-01,-1.267338774,0.002,0.01,1.00E+00,Esam
1.83E-01,-1.3215457,0.002,0.01,1.00E+00,Gm47204
1.83E-01,-1.223685553,0.002,0.01,1.00E+00,Gm26903
1.83E-01,-1.316223195,0.002,0.01,1.00E+00,A330041J22Rik
1.83E-01,-0.7112327216,0.002,0.01,1.00E+00,4833445I07Rik
1.83E-01,-1.286802221,0.002,0.01,1.00E+00,Cmtm7
1.83E-01,-1.186806558,0.002,0.01,1.00E+00,Gm17021
1.83E-01,-1.582049357,0.002,0.01,1.00E+00,Tpd52l1
1.83E-01,-0.3991427553,0.002,0.01,1.00E+00,Calhm5
1.83E-01,-1.290715937,0.002,0.01,1.00E+00,Pln
1.83E-01,-1.108568163,0.002,0.01,1.00E+00,Gm32364
1.83E-01,-1.097896403,0.002,0.01,1.00E+00,Gm49322
1.83E-01,-1.255062229,0.002,0.01,1.00E+00,Gm16099
1.83E-01,-1.715671795,0.002,0.01,1.00E+00,4930463O16Rik
1.83E-01,-1.651549164,0.002,0.01,1.00E+00,Bpifc
1.83E-01,-1.127493304,0.002,0.01,1.00E+00,Gm15663
1.83E-01,-1.275884683,0.002,0.01,1.00E+00,Irgm1
1.83E-01,-0.817763175,0.002,0.01,1.00E+00,Rcvrn
1.83E-01,-1.574290588,0.002,0.01,1.00E+00,Mmp28
1.83E-01,-1.026069836,0.002,0.01,1.00E+00,Krt24
1.83E-01,-1.551320319,0.002,0.01,1.00E+00,Ifi35
1.83E-01,-0.9505355518,0.002,0.01,1.00E+00,Itga2b
1.83E-01,-0.7199301139,0.002,0.01,1.00E+00,Crhr1
1.83E-01,-1.059439493,0.002,0.01,1.00E+00,Llgl2
1.83E-01,-1.718637305,0.002,0.01,1.00E+00,Gm48311
1.83E-01,-1.391919244,0.002,0.01,1.00E+00,Gm5432
1.83E-01,-1.17014075,0.002,0.01,1.00E+00,Gm30124
1.83E-01,-1.500207046,0.002,0.01,1.00E+00,2310016D03Rik
1.83E-01,-1.010591187,0.002,0.01,1.00E+00,D830013O20Rik
1.83E-01,-1.348104895,0.002,0.01,1.00E+00,4930426I24Rik
1.83E-01,-0.8152083056,0.002,0.01,1.00E+00,Gm31513
1.83E-01,-1.522795986,0.002,0.01,1.00E+00,4930477G07Rik
1.83E-01,-0.7014938445,0.002,0.01,1.00E+00,Gm34081
1.83E-01,-1.382894338,0.002,0.01,1.00E+00,4921507G05Rik
1.83E-01,-1.421003493,0.002,0.01,1.00E+00,Net1
1.83E-01,-1.113043818,0.002,0.01,1.00E+00,Gm47806
1.83E-01,-1.304275475,0.002,0.01,1.00E+00,Zkscan4
1.83E-01,-1.578605531,0.002,0.01,1.00E+00,Pxdc1
1.83E-01,-1.487215647,0.002,0.01,1.00E+00,4930453C13Rik
1.83E-01,-1.180349999,0.002,0.01,1.00E+00,Tes3-ps
1.83E-01,-1.48886106,0.002,0.01,1.00E+00,Slc9a3
1.83E-01,-1.365172446,0.002,0.01,1.00E+00,Spata9
1.83E-01,-1.423311424,0.002,0.01,1.00E+00,Gm20379
1.83E-01,-1.450819041,0.002,0.01,1.00E+00,Gm17160
1.83E-01,-1.071822878,0.002,0.01,1.00E+00,Hspb3
1.83E-01,-1.203511894,0.002,0.01,1.00E+00,Gm3173
1.83E-01,-1.702953617,0.002,0.01,1.00E+00,Gm48283
1.83E-01,-0.8242199177,0.002,0.01,1.00E+00,Gjb6
1.83E-01,-1.525381747,0.002,0.01,1.00E+00,Lcp1
1.83E-01,-1.248849314,0.002,0.01,1.00E+00,Rps19bp1
1.83E-01,-1.390935629,0.002,0.01,1.00E+00,Gm49172
1.83E-01,-1.398276464,0.002,0.01,1.00E+00,Gm49475
1.83E-01,-0.8682259101,0.002,0.01,1.00E+00,Cela1
1.83E-01,-1.310334621,0.002,0.01,1.00E+00,4930562C15Rik
1.83E-01,-1.284838618,0.002,0.01,1.00E+00,Cdc45
1.83E-01,-0.8082421489,0.002,0.01,1.00E+00,Gm16050
1.83E-01,-1.457342033,0.002,0.01,1.00E+00,Neurl1b
1.83E-01,-0.9758074704,0.002,0.01,1.00E+00,Trp53cor1
1.83E-01,-1.559464524,0.002,0.01,1.00E+00,2310039H08Rik
1.83E-01,-1.427337061,0.002,0.01,1.00E+00,Xdh
